customer_id,country,city_cluster,age_group,user_tenure_months,marketing_opt_in,pdpa_contact_ok,rides_30d,food_orders_30d,mart_orders_30d,grabpay_txns_30d,finance_products_count,insurance_products_count,ad_clicks_30d,services_used_count,service_diversity_index,primary_service,superapp_segment,promo_response_rate,weekly_active_days,recency_days,association_strength_score,next_best_service,cross_sell_propensity,churn_risk_score,churn_30d_label,trust_score,monthly_gmv_usd,clv_12m_usd,customer_value_tier,priority_support_flag,rush_hour_share,late_night_share,low_supply_zone_share,tourist_or_new_city_flag,assigned_driver_tier,driver_cancel_rate_seen,avg_eta_promised_min,avg_eta_actual_min,eta_gap_min,failed_booking_rate_90d,complaint_count_90d,refund_delay_days_avg,booking_risk_score,bad_booking_label,auto_reassignment_rate,price_sensitivity_segment,avg_base_fare_usd,avg_surge_multiplier,avg_effective_fare_usd,extreme_surge_exposure_rate,waiting_fee_count_90d,abnormal_charge_flags_90d,proactive_refund_rate,price_elasticity_score,fare_fairness_score,surge_cap_recommendation,recommended_action
GRB100121,Thailand,Bangkok,25-34,21,1,1,8,6,1,4,0,0,9,4,0.68,Mobility,Promo Opportunist,0.7,5.2,1,0.28,GrabPay,51.2,12.9,0,83.0,100.83,803.3,Low-Value,1,0.68,0.05,0.51,0,Average,0.18,12.0,18.8,6.8,0.11,2,2.6,43.6,0,0.06,Highly Sensitive,3.65,1.34,5.69,0.15,2,2,0.19,-1.8,63.1,1.5,Surge cap + fare explanation
GRB100122,Vietnam,Da Nang,45-54,22,1,1,14,6,5,26,2,0,3,5,0.83,GrabPay,Power User,0.28,5.5,14,0.37,Mart,53.9,4.6,0,74.8,233.85,2031.99,High-Value,1,0.56,0.06,0.55,0,Average,0.18,8.4,12.4,4.0,0.2,5,5.0,49.2,0,0.04,Moderately Sensitive,2.61,1.48,4.67,0.22,2,2,0.12,-1.07,72.0,1.8,Monitor with standard nudges
GRB100123,Singapore,Singapore Fringe,25-34,20,1,1,4,5,2,11,1,0,1,5,0.82,GrabPay,Payments Ecosystem User,0.36,3.3,10,0.36,Mart,50.1,3.6,0,88.2,113.73,1111.99,Mid-Value,1,0.41,0.0,0.28,0,High-Risk,0.2,6.3,12.3,6.0,0.17,4,3.7,41.9,0,0.24,Moderately Sensitive,9.25,1.24,11.97,0.03,0,2,0.13,-1.26,79.7,1.8,Monitor with standard nudges
GRB100124,Indonesia,Jakarta,35-44,6,1,1,22,0,1,7,1,1,1,5,0.76,Mobility,Ride Specialist,0.49,5.6,16,0.4,Food,52.7,35.0,0,71.4,168.17,1301.69,Mid-Value,1,0.54,0.34,0.48,0,Average,0.18,8.6,15.5,6.9,0.18,3,3.8,61.0,1,0.22,Moderately Sensitive,3.04,1.41,5.94,0.17,6,3,0.21,-1.02,60.3,1.8,Monitor with standard nudges
GRB100125,Singapore,Singapore Fringe,45-54,16,1,1,8,6,0,2,0,0,5,3,0.55,Mobility,Promo Opportunist,0.59,4.9,19,0.37,GrabPay,60.2,40.8,0,69.4,147.77,942.86,Low-Value,0,0.28,0.47,0.33,0,High-Risk,0.26,8.1,16.3,8.2,0.2,3,1.9,57.4,1,0.35,Highly Sensitive,9.03,1.36,13.49,0.14,3,3,0.18,-1.81,65.8,1.5,Surge cap + fare explanation
GRB100126,Indonesia,Jakarta,25-34,32,1,1,2,1,0,1,0,1,0,4,0.65,Mobility,At-Risk Single-App User,0.27,1.9,48,0.25,Food,35.1,32.1,0,94.7,13.32,299.11,Low-Value,1,0.32,0.12,0.52,0,Average,0.15,9.6,16.2,6.6,0.11,1,1.3,44.5,0,0.13,Highly Sensitive,2.51,1.22,3.21,0.04,1,0,0.0,-1.55,83.9,1.5,Surge cap + fare explanation
GRB100127,Indonesia,Bandung,45-54,7,1,1,20,1,1,3,0,0,4,4,0.69,Mobility,Ride Specialist,0.31,6.0,4,0.41,Food,45.2,8.6,0,79.0,102.35,949.39,Low-Value,1,0.34,0.02,0.47,0,Average,0.17,9.2,13.2,4.0,0.17,2,2.0,48.6,0,0.06,Moderately Sensitive,2.61,1.17,4.16,0.09,4,2,0.2,-0.96,68.5,1.8,Monitor with standard nudges
GRB100128,Malaysia,Kuala Lumpur,25-34,20,1,0,21,0,1,5,0,0,3,3,0.53,Mobility,Ride Specialist,0.38,7.0,3,0.28,Food,29.0,7.8,0,74.5,118.05,970.55,Low-Value,0,0.09,0.0,0.37,0,High-Risk,0.26,8.5,13.5,5.0,0.25,4,2.8,48.2,0,0.19,Moderately Sensitive,3.59,1.19,4.82,0.0,2,1,0.08,-0.97,76.3,1.8,Monitor with standard nudges
GRB100129,Singapore,Singapore Core,45-54,13,1,1,9,10,0,1,0,0,6,3,0.45,Food,Promo Opportunist,0.57,6.2,15,0.56,GrabPay,66.4,3.6,0,78.6,181.56,1498.63,Mid-Value,0,0.58,0.15,0.42,0,Average,0.15,7.5,11.5,4.0,0.15,4,1.9,39.6,0,0.04,Moderately Sensitive,8.9,1.29,11.78,0.02,2,0,0.05,-1.37,83.5,1.8,Monitor with standard nudges
GRB100130,Thailand,Chiang Mai,25-34,23,1,1,0,17,1,1,0,0,4,3,0.46,Food,Food Specialist,0.25,4.9,7,0.47,Mobility,64.1,7.7,0,89.3,143.6,1173.08,Mid-Value,0,0.63,0.14,0.54,0,Average,0.16,11.5,14.1,2.6,0.12,1,3.1,33.0,0,0.11,Moderately Sensitive,4.0,1.33,5.33,0.14,0,0,0.02,-1.02,85.2,1.8,Monitor with standard nudges
GRB100131,Malaysia,Johor Bahru,25-34,18,1,1,0,23,2,1,0,1,1,4,0.73,Food,Food Specialist,0.38,5.8,13,0.36,Mobility,42.2,12.2,0,75.5,216.29,1754.13,Mid-Value,1,0.29,0.1,0.42,0,Average,0.13,7.9,11.4,3.5,0.14,4,3.8,37.5,0,0.11,Convenience-First,4.13,1.41,6.08,0.2,0,1,0.13,-0.52,71.3,2.2,Monitor with standard nudges
GRB100132,Cambodia,Phnom Penh,25-34,38,1,1,2,10,2,2,0,0,8,4,0.68,Food,Promo Opportunist,0.65,5.4,18,0.52,Mobility,49.2,38.2,0,79.1,110.81,779.94,Low-Value,1,0.48,0.21,0.72,0,Average,0.22,11.3,17.3,6.0,0.23,3,2.2,68.4,1,0.29,Highly Sensitive,3.39,1.48,5.27,0.26,0,1,0.11,-1.69,71.2,1.5,Surge cap + fare explanation
GRB100133,Thailand,Pattaya,18-24,28,1,1,6,3,1,10,1,1,1,6,0.98,GrabPay,Payments Ecosystem User,0.14,4.3,20,0.39,Mart,45.8,19.3,0,69.9,93.69,969.62,Low-Value,1,0.37,0.28,0.41,0,High-Risk,0.27,7.1,14.9,7.8,0.26,5,3.9,58.5,1,0.4,Moderately Sensitive,3.82,1.23,5.9,0.05,3,3,0.2,-0.8,66.8,1.8,Monitor with standard nudges
GRB100134,Indonesia,Bandung,25-34,8,1,1,4,23,2,4,0,1,1,5,0.83,Food,Food Specialist,0.2,5.7,11,0.41,Mobility,57.6,14.7,0,84.6,249.82,1948.52,High-Value,1,0.48,0.22,0.61,0,Average,0.18,10.0,14.7,4.7,0.21,2,2.4,57.3,1,0.26,Highly Sensitive,3.26,1.36,4.73,0.11,2,0,0.03,-1.59,80.7,1.5,Surge cap + fare explanation
GRB100135,Thailand,Bangkok,45-54,29,1,1,14,2,1,5,0,1,3,5,0.88,Mobility,Ride Specialist,0.42,4.6,12,0.34,Food,39.4,12.3,0,85.0,95.82,933.5,Low-Value,1,0.31,0.14,0.48,0,Average,0.15,8.9,11.7,2.8,0.06,3,3.3,31.7,0,0.06,Highly Sensitive,3.48,1.22,4.55,0.07,2,0,0.04,-1.83,81.7,1.5,Surge cap + fare explanation
GRB100136,Singapore,Singapore Fringe,35-44,13,0,0,20,1,1,3,1,0,1,5,0.87,Mobility,Ride Specialist,0.21,6.1,19,0.27,Food,18.1,8.7,0,84.2,266.91,2201.08,High-Value,1,0.26,0.05,0.57,0,Average,0.14,10.2,14.1,3.9,0.17,6,2.3,53.6,0,0.05,Moderately Sensitive,7.51,1.42,11.47,0.18,2,2,0.2,-0.9,68.8,1.8,Monitor with standard nudges
GRB100137,Myanmar,Mandalay,18-24,16,1,0,16,2,1,3,1,0,2,5,0.77,Mobility,Ride Specialist,0.24,6.1,19,0.44,Food,55.1,20.4,0,77.4,122.72,1084.95,Mid-Value,1,0.61,0.31,0.51,0,Average,0.2,8.2,14.7,6.5,0.17,2,2.1,47.9,0,0.13,Moderately Sensitive,2.66,1.52,5.14,0.34,4,2,0.1,-1.07,65.7,1.8,Monitor with standard nudges
GRB100138,Indonesia,Surabaya,25-34,25,0,0,21,12,6,26,2,0,4,5,0.9,GrabPay,Power User,0.17,7.0,1,0.69,Mart,52.7,1.0,0,82.8,293.78,2565.46,High-Value,1,0.41,0.18,0.42,0,Average,0.15,8.8,13.7,4.9,0.11,2,2.1,44.9,0,0.11,Moderately Sensitive,2.61,1.29,3.92,0.1,2,1,0.15,-1.19,74.2,1.8,Monitor with standard nudges
GRB100139,Philippines,Davao,18-24,17,1,1,11,2,1,4,0,0,1,4,0.71,Mobility,Ride Specialist,0.3,4.6,27,0.37,Food,48.4,48.3,0,77.2,104.84,700.37,Low-Value,1,0.78,0.34,0.54,0,Average,0.19,9.6,15.6,6.0,0.19,5,3.9,55.2,1,0.23,Highly Sensitive,3.98,1.57,7.2,0.29,3,2,0.15,-1.55,63.1,1.5,Surge cap + fare explanation
GRB100140,Singapore,Singapore Fringe,18-24,32,1,1,3,11,2,0,0,0,3,3,0.49,Food,Promo Opportunist,0.68,5.3,15,0.44,Mobility,49.5,32.4,0,72.1,141.69,1015.56,Mid-Value,0,0.43,0.32,0.34,0,Average,0.17,9.0,12.9,3.9,0.18,1,1.2,61.0,1,0.26,Moderately Sensitive,8.74,1.23,11.55,0.2,2,2,0.13,-1.06,63.3,1.8,Monitor with standard nudges
GRB100141,Indonesia,Bandung,45-54,13,1,1,21,3,1,1,0,0,3,4,0.62,Mobility,Ride Specialist,0.19,6.6,3,0.33,Food,51.1,1.0,0,87.7,103.75,974.18,Low-Value,1,0.25,0.01,0.64,0,Average,0.15,10.1,14.6,4.5,0.11,3,0.1,50.2,0,0.07,Moderately Sensitive,2.37,1.24,3.34,0.08,1,1,0.07,-1.14,74.9,1.8,Monitor with standard nudges
GRB100142,Indonesia,Bandung,25-34,15,1,1,5,6,0,13,2,1,4,5,0.88,GrabPay,Payments Ecosystem User,0.23,3.0,15,0.37,Mart,38.8,23.2,0,72.1,141.58,1329.04,Mid-Value,1,0.64,0.01,0.43,0,High-Risk,0.25,11.1,14.3,3.2,0.23,5,2.2,47.0,0,0.15,Highly Sensitive,3.41,1.37,5.82,0.19,1,4,0.23,-1.22,66.9,1.5,Surge cap + fare explanation
GRB100143,Cambodia,Siem Reap,25-34,15,0,0,9,0,0,5,1,1,1,4,0.69,Mobility,Ride Specialist,0.2,3.0,24,0.35,Food,27.3,32.1,0,74.7,63.89,669.06,Low-Value,1,0.53,0.09,0.65,0,Average,0.18,9.8,14.7,4.9,0.21,4,2.8,59.5,1,0.27,Moderately Sensitive,2.79,1.44,4.51,0.24,0,2,0.13,-1.09,71.1,1.8,Monitor with standard nudges
GRB100144,Thailand,Bangkok,35-44,16,0,0,18,6,6,26,2,1,6,6,0.94,GrabPay,Power User,0.17,7.0,19,0.52,Mart,41.1,1.7,0,75.3,241.92,2249.79,High-Value,1,0.55,0.05,0.53,0,Average,0.18,10.9,18.3,7.4,0.17,5,3.3,69.1,1,0.24,Convenience-First,3.41,1.44,5.45,0.25,2,1,0.09,-0.47,71.4,2.2,Monitor with standard nudges
GRB100145,Indonesia,Bandung,18-24,34,0,0,5,5,3,4,0,0,4,4,0.66,Mobility,Promo Opportunist,0.55,4.1,7,0.22,GrabPay,16.4,21.8,0,80.2,98.31,767.01,Low-Value,1,0.63,0.32,0.54,1,Average,0.22,11.7,15.2,3.5,0.19,5,4.9,45.6,0,0.04,Highly Sensitive,3.34,1.48,5.34,0.25,1,1,0.11,-1.79,75.2,1.5,Surge cap + fare explanation
GRB100146,Malaysia,Penang,25-34,29,1,1,3,0,1,0,1,0,1,3,0.63,Finance,At-Risk Single-App User,0.2,0.4,51,0.12,GrabPay,29.0,48.7,0,69.5,46.38,446.14,Low-Value,0,0.3,0.22,0.3,0,Average,0.15,5.9,9.8,3.9,0.11,5,3.8,35.9,0,0.02,Highly Sensitive,3.81,1.26,5.75,0.11,3,2,0.14,-1.49,80.1,1.5,Surge cap + fare explanation
GRB100147,Indonesia,Surabaya,35-44,41,1,1,18,3,0,7,0,0,0,3,0.5,Mobility,Ride Specialist,0.33,5.3,9,0.35,Food,45.9,6.3,0,73.6,109.66,923.99,Low-Value,0,0.4,0.31,0.59,0,Average,0.19,10.2,14.9,4.7,0.23,4,3.0,54.4,0,0.02,Moderately Sensitive,3.23,1.38,5.01,0.18,2,1,0.13,-1.06,70.6,1.8,Monitor with standard nudges
GRB100148,Thailand,Bangkok,35-44,47,1,1,11,2,1,3,0,1,2,5,0.8,Mobility,Ride Specialist,0.39,4.4,4,0.25,Food,43.0,12.2,0,85.4,83.44,772.71,Low-Value,1,0.39,0.23,0.54,0,Average,0.16,10.3,14.2,3.9,0.13,2,2.2,43.0,0,0.07,Moderately Sensitive,3.62,1.33,5.21,0.11,1,1,0.07,-1.25,70.7,1.8,Monitor with standard nudges
GRB100149,Indonesia,Jakarta,55+,11,1,1,8,0,0,3,1,1,3,4,0.63,Mobility,Ride Specialist,0.34,2.8,4,0.21,Food,39.8,13.4,0,72.8,53.33,662.43,Low-Value,1,0.19,0.21,0.53,0,Average,0.14,8.1,13.2,5.1,0.19,2,3.3,50.8,0,0.08,Highly Sensitive,2.71,1.25,3.94,0.11,2,1,0.06,-1.21,71.0,1.5,Surge cap + fare explanation
GRB100150,Singapore,Singapore Core,35-44,23,1,1,2,13,4,5,1,0,4,5,0.9,Food,Food Specialist,0.31,5.1,16,0.38,Mobility,42.1,10.5,0,73.0,161.95,1359.65,Mid-Value,1,0.37,0.32,0.33,0,High-Risk,0.26,6.8,14.6,7.8,0.22,6,3.0,50.9,0,0.16,Moderately Sensitive,9.37,1.33,13.36,0.24,1,3,0.22,-1.1,60.8,1.8,Monitor with standard nudges
GRB100151,Philippines,Davao,25-34,9,1,1,1,20,4,5,1,1,1,6,1.0,Food,Food Specialist,0.29,7.0,15,0.43,Mobility,39.4,8.8,0,79.8,176.78,1595.1,Mid-Value,1,0.66,0.24,0.53,1,Average,0.19,11.3,16.7,5.4,0.19,2,2.1,67.9,1,0.29,Convenience-First,4.0,1.57,6.53,0.35,0,1,0.12,-0.59,65.6,2.2,Monitor with standard nudges
GRB100152,Philippines,Metro Manila,35-44,13,1,0,17,3,0,1,0,1,2,4,0.72,Mobility,Ride Specialist,0.23,4.4,1,0.45,Food,46.6,15.4,0,88.8,120.18,1026.29,Mid-Value,1,0.46,0.19,0.5,0,Average,0.14,8.0,13.5,5.5,0.1,2,1.1,37.6,0,0.08,Highly Sensitive,3.87,1.38,5.79,0.19,3,0,0.05,-1.39,75.2,1.5,Surge cap + fare explanation
GRB100153,Malaysia,Kuala Lumpur,45-54,15,0,0,21,16,5,22,1,0,4,5,0.84,GrabPay,Power User,0.17,7.0,26,0.54,Mart,38.2,39.6,0,70.2,284.51,1877.54,High-Value,1,0.18,0.36,0.43,1,High-Risk,0.24,7.7,14.6,6.9,0.22,4,4.3,62.7,1,0.4,Highly Sensitive,3.97,1.19,5.77,0.1,2,3,0.21,-1.26,72.9,1.5,Surge cap + fare explanation
GRB100154,Thailand,Pattaya,35-44,10,1,1,2,10,2,1,1,1,5,6,1.0,Food,Food Specialist,0.4,4.0,12,0.56,Mobility,48.1,15.2,0,89.9,100.17,1042.4,Mid-Value,1,0.14,0.19,0.44,0,Average,0.14,7.7,15.2,7.5,0.16,3,2.9,60.9,1,0.25,Convenience-First,3.75,1.23,4.86,0.04,0,1,0.06,-0.44,84.2,2.2,Monitor with standard nudges
GRB100155,Singapore,Singapore Fringe,55+,10,1,1,3,4,2,21,1,0,4,5,0.8,GrabPay,Payments Ecosystem User,0.29,4.1,20,0.36,Mart,46.9,12.1,0,79.9,107.5,1021.53,Mid-Value,1,0.72,0.14,0.24,0,High-Risk,0.24,9.9,17.6,7.7,0.15,4,2.2,51.6,0,0.17,Convenience-First,10.1,1.48,15.2,0.22,0,1,0.08,-0.67,74.0,2.2,Monitor with standard nudges
GRB100156,Vietnam,Hanoi,35-44,20,1,1,5,10,3,0,0,0,8,3,0.51,Food,Promo Opportunist,0.55,6.8,1,0.46,GrabPay,52.4,25.5,0,79.5,137.26,962.23,Low-Value,0,0.4,0.08,0.38,0,Average,0.18,7.8,12.1,4.3,0.17,6,3.5,41.7,0,0.08,Highly Sensitive,3.15,1.4,5.21,0.23,2,2,0.14,-1.62,77.1,1.5,Surge cap + fare explanation
GRB100157,Indonesia,Bandung,45-54,9,1,1,1,16,2,3,0,0,4,4,0.68,Food,Food Specialist,0.26,6.1,15,0.31,Mobility,42.6,27.8,0,69.2,170.8,1254.24,Mid-Value,1,0.3,0.26,0.42,0,High-Risk,0.25,7.5,12.3,4.8,0.22,4,3.4,45.1,0,0.15,Moderately Sensitive,2.89,1.31,5.08,0.2,2,4,0.3,-1.24,61.4,1.8,Monitor with standard nudges
GRB100158,Vietnam,Hanoi,18-24,31,1,1,10,10,3,12,1,1,8,6,1.0,GrabPay,Power User,0.32,4.6,6,0.74,Mart,52.1,1.0,0,80.9,199.87,1814.64,High-Value,1,0.37,0.38,0.48,0,Average,0.2,9.0,13.2,4.2,0.18,3,2.3,48.0,0,0.1,Convenience-First,2.87,1.41,5.14,0.15,4,2,0.17,-0.44,62.8,2.2,Monitor with standard nudges
GRB100159,Vietnam,Ho Chi Minh City,35-44,12,1,1,14,2,1,2,1,0,1,5,0.85,Mobility,Ride Specialist,0.27,4.7,2,0.34,Food,53.0,9.4,0,79.1,107.46,1122.9,Mid-Value,1,0.15,0.17,0.46,0,Average,0.15,9.0,14.1,5.1,0.18,5,2.7,46.6,0,0.04,Highly Sensitive,3.11,1.26,4.47,0.07,2,1,0.09,-1.72,81.0,1.5,Surge cap + fare explanation
GRB100160,Philippines,Davao,25-34,53,1,1,13,0,1,6,0,1,3,4,0.64,Mobility,Ride Specialist,0.34,4.6,5,0.35,Food,41.4,10.8,0,77.6,88.02,818.83,Low-Value,1,0.68,0.34,0.53,0,Average,0.19,12.9,16.8,3.9,0.13,3,1.9,46.6,0,0.12,Moderately Sensitive,3.91,1.39,5.69,0.29,0,1,0.08,-1.15,64.9,1.8,Monitor with standard nudges
GRB100161,Singapore,Singapore Core,25-34,17,1,1,8,10,2,0,0,0,9,3,0.5,Food,Promo Opportunist,0.66,5.7,21,0.34,GrabPay,45.9,21.2,0,79.0,195.49,1356.48,Mid-Value,0,0.35,0.0,0.35,0,Average,0.12,6.5,7.6,1.1,0.12,3,2.9,27.8,0,0.07,Highly Sensitive,8.46,1.35,11.83,0.16,1,1,0.08,-1.7,74.5,1.5,Surge cap + fare explanation
GRB100162,Cambodia,Siem Reap,35-44,23,0,0,2,4,1,0,0,0,0,3,0.43,Food,At-Risk Single-App User,0.25,3.4,56,0.22,Mobility,16.3,61.0,1,58.8,39.41,270.14,Low-Value,0,0.67,0.17,0.53,0,Average,0.18,10.7,15.7,5.0,0.23,4,2.5,60.6,1,0.3,Moderately Sensitive,3.28,1.46,5.84,0.31,2,3,0.18,-0.96,63.9,1.8,Retention offer on primary service
GRB100163,Malaysia,Johor Bahru,55+,8,1,1,6,6,2,27,2,1,5,6,0.91,GrabPay,Payments Ecosystem User,0.41,3.4,15,0.44,Mart,48.4,25.7,0,78.2,168.76,1545.26,Mid-Value,1,0.43,0.18,0.5,0,High-Risk,0.26,8.0,16.6,8.6,0.27,5,2.8,67.2,1,0.34,Moderately Sensitive,3.69,1.3,5.99,0.13,3,3,0.23,-1.12,64.3,1.8,Monitor with standard nudges
GRB100164,Singapore,Singapore Fringe,55+,41,1,1,4,4,0,24,2,1,3,5,0.87,GrabPay,Payments Ecosystem User,0.38,3.2,1,0.37,Mart,57.3,1.0,0,85.4,144.0,1442.28,Mid-Value,1,0.68,0.09,0.29,0,Average,0.13,10.3,15.1,4.8,0.13,1,0.5,45.6,0,0.05,Convenience-First,10.56,1.43,15.5,0.22,1,1,0.07,-0.39,72.1,2.2,Monitor with standard nudges
GRB100165,Thailand,Chiang Mai,25-34,34,1,1,2,1,1,23,2,1,3,6,0.99,GrabPay,Payments Ecosystem User,0.23,2.7,1,0.43,Mart,56.1,1.7,0,88.8,95.36,1078.5,Mid-Value,1,0.47,0.47,0.41,0,Average,0.16,7.9,12.9,5.0,0.16,1,1.9,57.4,1,0.28,Highly Sensitive,4.0,1.36,5.58,0.14,1,0,0.09,-1.42,74.6,1.5,Surge cap + fare explanation
GRB100166,Indonesia,Bandung,35-44,25,1,1,5,5,0,26,1,1,5,5,0.82,GrabPay,Payments Ecosystem User,0.23,4.3,12,0.43,Mart,57.7,24.8,0,71.4,108.83,1046.3,Mid-Value,1,0.57,0.17,0.52,0,High-Risk,0.26,9.1,14.1,5.0,0.21,2,2.0,51.4,0,0.25,Highly Sensitive,3.12,1.51,5.86,0.3,1,4,0.28,-1.43,60.2,1.5,Surge cap + fare explanation
GRB100167,Philippines,Cebu,35-44,7,1,1,17,17,2,19,2,1,8,6,1.0,GrabPay,Power User,0.29,7.0,9,0.64,Mart,62.2,1.0,0,76.7,265.17,2385.45,High-Value,1,0.55,0.13,0.36,0,Average,0.17,8.4,13.5,5.1,0.15,4,2.6,43.2,0,0.15,Moderately Sensitive,3.6,1.33,6.14,0.21,4,3,0.25,-1.18,67.5,1.8,Monitor with standard nudges
GRB100168,Philippines,Cebu,25-34,24,1,0,14,14,4,25,1,0,2,5,0.89,GrabPay,Power User,0.26,7.0,7,0.76,Mart,60.0,1.0,0,83.0,234.51,2044.62,High-Value,1,0.53,0.18,0.45,0,Average,0.18,9.3,14.8,5.5,0.19,2,2.4,49.4,0,0.08,Moderately Sensitive,3.27,1.38,4.91,0.12,1,1,0.11,-0.81,76.1,1.8,Monitor with standard nudges
GRB100169,Indonesia,Jakarta,18-24,10,1,1,19,0,0,6,0,0,0,2,0.35,Mobility,Ride Specialist,0.21,2.6,3,0.33,Food,43.6,26.7,0,80.2,92.51,702.28,Low-Value,0,0.48,0.0,0.56,0,Average,0.15,10.1,12.0,1.9,0.13,4,3.6,40.1,0,0.15,Moderately Sensitive,2.9,1.39,4.43,0.16,1,1,0.1,-1.09,73.8,1.8,Monitor with standard nudges
GRB100170,Myanmar,Yangon,18-24,38,1,1,1,22,3,8,0,0,1,4,0.74,Food,Food Specialist,0.26,6.1,13,0.4,Mobility,47.6,16.4,0,70.9,240.93,1803.63,High-Value,1,0.38,0.14,0.47,0,Average,0.17,9.4,14.9,5.5,0.19,4,3.6,52.4,0,0.07,Moderately Sensitive,2.61,1.26,4.34,0.14,2,3,0.23,-0.81,62.6,1.8,Monitor with standard nudges
GRB100171,Indonesia,Surabaya,35-44,31,1,1,13,12,6,16,2,1,4,6,1.0,GrabPay,Power User,0.26,7.0,25,0.67,Mart,57.3,13.8,0,76.0,265.93,2353.41,High-Value,1,0.76,0.3,0.57,0,Average,0.19,10.9,17.4,6.5,0.26,4,3.5,57.0,1,0.3,Moderately Sensitive,3.36,1.53,5.95,0.26,2,2,0.15,-0.77,62.8,1.8,Monitor with standard nudges
GRB100172,Indonesia,Bandung,25-34,23,1,1,3,2,0,3,1,0,2,4,0.68,Finance,At-Risk Single-App User,0.25,1.5,56,0.22,GrabPay,41.5,32.9,0,74.4,47.38,447.59,Low-Value,1,0.26,0.1,0.6,0,Average,0.1,7.6,12.7,5.1,0.13,2,2.0,36.7,0,0.04,Moderately Sensitive,2.79,1.32,4.18,0.11,0,2,0.19,-0.95,76.2,1.8,Monitor with standard nudges
GRB100173,Malaysia,Kuala Lumpur,55+,2,0,0,9,10,1,3,0,0,6,4,0.68,Food,Promo Opportunist,0.47,5.7,1,0.39,GrabPay,35.2,17.9,0,78.8,110.91,871.52,Low-Value,1,0.42,0.08,0.35,1,Average,0.14,9.2,14.0,4.8,0.09,3,2.0,44.6,0,0.1,Highly Sensitive,3.4,1.16,4.64,0.09,3,1,0.11,-1.49,76.7,1.5,Surge cap + fare explanation
GRB100174,Cambodia,Siem Reap,25-34,11,1,1,3,17,4,5,1,1,1,6,0.95,Food,Food Specialist,0.39,6.2,15,0.41,Mobility,51.1,28.0,0,80.7,203.34,1618.63,Mid-Value,1,0.42,0.34,0.6,0,Average,0.2,9.6,15.3,5.7,0.17,2,1.2,55.5,1,0.17,Convenience-First,2.6,1.51,4.98,0.31,2,3,0.2,-0.95,58.3,2.2,Monitor with standard nudges
GRB100175,Malaysia,Johor Bahru,55+,30,1,1,8,3,1,5,0,1,0,5,0.87,Mobility,Ride Specialist,0.32,1.6,5,0.15,Food,41.8,13.5,0,81.2,88.87,949.04,Low-Value,1,0.49,0.34,0.47,0,Average,0.14,10.6,16.3,5.7,0.18,2,1.6,53.4,0,0.04,Highly Sensitive,4.87,1.39,7.57,0.16,2,2,0.14,-1.57,61.0,1.5,Surge cap + fare explanation
GRB100176,Singapore,Singapore Fringe,25-34,35,0,0,14,1,0,6,1,0,2,4,0.57,Mobility,Ride Specialist,0.38,4.7,10,0.45,Food,46.0,1.0,0,87.2,187.7,1701.39,Mid-Value,1,0.34,0.24,0.27,0,Reliable,0.09,6.9,10.3,3.4,0.1,3,2.6,45.9,0,0.1,Moderately Sensitive,8.27,1.28,10.98,0.12,1,1,0.15,-0.94,79.5,1.8,Monitor with standard nudges
GRB100177,Indonesia,Surabaya,35-44,34,1,1,8,1,1,3,1,0,0,5,0.81,Mobility,Ride Specialist,0.31,2.6,12,0.32,Food,45.5,22.2,0,75.9,85.5,879.06,Low-Value,1,0.48,0.13,0.55,0,Average,0.2,7.9,10.1,2.2,0.22,4,2.1,60.8,1,0.21,Moderately Sensitive,3.29,1.37,5.86,0.11,4,3,0.17,-0.93,64.7,1.8,Monitor with standard nudges
GRB100178,Myanmar,Yangon,18-24,4,1,1,2,4,0,0,1,0,0,3,0.5,Finance,At-Risk Single-App User,0.28,3.2,61,0.27,GrabPay,40.3,60.0,1,72.1,61.6,457.18,Low-Value,0,0.39,0.2,0.56,1,Average,0.15,9.3,11.9,2.6,0.15,2,2.3,55.0,1,0.28,Highly Sensitive,2.39,1.38,3.7,0.13,1,1,0.15,-1.67,80.8,1.5,Retention offer on primary service
GRB100179,Philippines,Metro Manila,25-34,25,0,0,3,13,5,3,1,1,2,6,0.97,Food,Food Specialist,0.18,4.4,9,0.37,Mobility,25.7,8.4,0,91.3,164.24,1498.83,Mid-Value,1,0.14,0.08,0.47,0,Average,0.14,9.3,11.8,2.5,0.17,3,1.6,53.0,0,0.12,Highly Sensitive,3.32,1.33,4.97,0.15,2,1,0.09,-1.52,72.8,1.5,Surge cap + fare explanation
GRB100180,Vietnam,Da Nang,35-44,33,1,1,5,3,2,4,0,0,9,4,0.65,Mobility,Promo Opportunist,0.64,3.5,8,0.22,Food,33.1,15.3,0,83.6,65.07,570.96,Low-Value,1,0.42,0.06,0.4,0,Average,0.12,8.9,12.8,3.9,0.12,2,0.5,47.6,0,0.06,Highly Sensitive,3.25,1.2,4.45,0.06,2,1,0.05,-1.99,73.7,1.5,Surge cap + fare explanation
GRB100181,Philippines,Davao,45-54,4,1,1,13,1,1,5,1,0,1,5,0.91,Mobility,Ride Specialist,0.33,4.2,27,0.31,Food,29.5,31.2,0,82.0,98.04,839.01,Low-Value,1,0.22,0.05,0.54,1,Average,0.18,8.4,12.4,4.0,0.15,3,3.4,63.5,1,0.22,Highly Sensitive,3.2,1.23,4.34,0.03,1,1,0.08,-1.5,80.5,1.5,Surge cap + fare explanation
